jogadores/licenca,jogadores/nome,jogadores/short_name,jogadores/fotografia,jogadores/posicaotatica,jogadores/pais,jogadores/equipa,jogadores/logotipo,jogadores/skoy_id_jogador,jogadores/shirtNumber,jogadores/nomeEquipa,jogadores/idEpoca,jogadores/epoca,jogadores/idClube,jogadores/nomeClube,jogadores/siglaClube,jogadores/idAssociacao,jogadores/associacao,jogadores/dataNascimento,jogadores/genero,jogadores/altura,jogadores/peso,jogadores/foto_acao,jogadores/facebook,jogadores/instagram,jogadores/twitter
228390,Gustavo da Cunha Leal Dinis Guerra,Gustavo Guerra,https://sav2.fpb.pt/uploads/utilizadores/156442_1650986746.png,,Portugal,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,,Académica Sub23 ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,2003-08-11,M,0,0,,,,
82106,Helder João Reis Gomes de Carvalho,Helder Carvalho,https://sav2.fpb.pt/uploads/utilizadores/15686_1646907953.png,,Portugal,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,13,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,1984-05-27,M,0,0,,,,
168802,Hugo Cesar Correia Sá Sotta,Hugo Sotta,https://sav2.fpb.pt/uploads/utilizadores/96195_1663796628.png,,Portugal,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,8,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1993-07-15,M,205,100,,,,
193812,Hugo Miguel Vieitas Ferreira da Silva,Hugo Silva,https://sav2.fpb.pt/uploads/utilizadores/122685_1638722823.png,EXTREMO / POSTE,Portugal,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,9,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,2002-05-06,M,203,0,,,,
176575,Ivan Freitas Almeida,Ivan Almeida,https://sav2.fpb.pt/uploads/utilizadores/104216_1662745162.png,EXTREMO,Portugal,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,96,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,1989-05-10,M,198,0,,,,
273261,Jacob Everett Gibson,Jacob Gibson,https://sav2.fpb.pt/uploads/utilizadores/223976_1632676004.png,,Estados Unidos da América,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,34,Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1993-09-28,M,196,0,,,,
273175,Jalan Taraune Mccloud,Jalan Mccloud,https://sav2.fpb.pt/uploads/utilizadores/223880_1632864679.png,,Estados Unidos da América,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg,0,32,CAB Madeira SAD ,60,2021/2022,987,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",CAB,6,Associação de Basquetebol da Madeira,1995-06-13,M,178,0,,,,
272932,James Anthony Farr,James Farr,https://sav2.fpb.pt/uploads/utilizadores/223592_1638722893.png,POSTE,Estados Unidos da América,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,2,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,1992-11-02,M,208,0,,,,
279673,James Southerland,James Southerland,https://sav2.fpb.pt/uploads/utilizadores/231168_1644245801.png,,Estados Unidos da América,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg,0,2,CAB Madeira SAD ,60,2021/2022,987,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",CAB,6,Associação de Basquetebol da Madeira,1990-04-28,M,0,0,,,,
137573,Jaques Leandro Pinto Nzadi Conceição,Jaques Conceição,https://sav2.fpb.pt/uploads/utilizadores/57726_1663877169.png,BASE / EXTREMO,Portugal,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,37,Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1989-09-04,M,184,92,,,,
213694,Jason Astley Guimarães Catarino,Jason Catarino,https://sav2.fpb.pt/uploads/utilizadores/142058_1632334100.png,BASE / EXTREMO,Portugal,Imortal Basket Club,https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png,0,19,Imortal BC Sub23 ,60,2021/2022,2932,Imortal Basket Club,IBC,9,Associação de Basquetebol do Algarve ,2003-02-23,M,194,0,,,,
274542,Jason Bryant Carter,Jason Carter,https://sav2.fpb.pt/uploads/utilizadores/225511_1633864627.png,POSTE,Estados Unidos da América,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,23,Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1992-02-21,M,205,112,,,,
268875,Jaylen Alexander Key,Jaylen Key,https://sav2.fpb.pt/uploads/utilizadores/218911_1633382088.png,,Estados Unidos da América,Illiabum Clube ,https://sav2.fpb.pt/uploads/clubes/logotipo/Illiabum_Clube1602333892.png,0,15,Illiabum Clube ,60,2021/2022,22,Illiabum Clube ,ILL,3,Associação de Basquetebol de Aveiro,1997-05-09,M,203,0,,,,
239368,Jeremias Salomão Manjate,Jeremias Manjate,https://sav2.fpb.pt/uploads/utilizadores/167381_1666604824.png,,Moçambique,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,20,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1998-11-10,M,205,105,,,,
193259,João Filipe Arroja Neves,João Neves,https://sav2.fpb.pt/uploads/utilizadores/121070_1632335209.png,,Portugal,Imortal Basket Club,https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png,0,17,Imortal LUZiGÁS ,60,2021/2022,2932,Imortal Basket Club,IBC,9,Associação de Basquetebol do Algarve ,1999-12-16,M,202,0,,,,
220987,João Filipe Assis Rodrigues,João Rodrigues,https://sav2.fpb.pt/uploads/utilizadores/149070_1632335263.png,EXTREMO,Portugal,Imortal Basket Club,https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png,0,25,Imortal BC Sub23 ,60,2021/2022,2932,Imortal Basket Club,IBC,9,Associação de Basquetebol do Algarve ,2004-01-22,M,198,86,,,,
168201,João Filipe Brites Ribeiro,João Ribeiro,https://sav2.fpb.pt/uploads/utilizadores/96570_1663691114.png,,Portugal,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,12,Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1993-07-30,M,202,0,,,,
157785,João Filipe Valente Soares da Costa Maia,João Maia,https://sav2.fpb.pt/uploads/utilizadores/84615_1641685821.png,EXTREMO,Portugal,Futebol Clube do Porto,https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png,0,17,FC Porto ,60,2021/2022,120,Futebol Clube do Porto,FCP,4,Associação de Basquetebol do Porto,1990-03-27,M,2,97,,,,
168487,João Francisco Mateus Oliveira,João Oliveira,https://sav2.fpb.pt/uploads/utilizadores/97093_1666623388.png,,Portugal,A.D.O. Basquetebol da Associação Desportiva Ovarense,https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png,0,24,Ovarense Sub23 ,60,2021/2022,12,A.D.O. Basquetebol da Associação Desportiva Ovarense,OVA,3,Associação de Basquetebol de Aveiro,1999-08-06,M,190,0,,,,
207171,João Henrique Torres Santos,João Santos,https://sav2.fpb.pt/uploads/utilizadores/135437_1666033885.png,,Portugal,Clube Desportivo da Póvoa,https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg,0,6,CD Póvoa Sub23 ,60,2021/2022,118,Clube Desportivo da Póvoa,CDP,4,Associação de Basquetebol do Porto,2000-03-09,M,185,0,,,,
124572,João Miguel Rodrigues Guerreiro,João Guerreiro,https://sav2.fpb.pt/uploads/utilizadores/43410_1662647726.png,EXTREMO / POSTE,Portugal,União Desportiva Oliveirense,https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png,0,7,UD Oliveirense ,60,2021/2022,28,União Desportiva Oliveirense,UDO,3,Associação de Basquetebol de Aveiro,1990-10-10,M,206,0,,,,
185166,João Paulo da Costa Fernandes,João Fernandes,https://sav2.fpb.pt/uploads/utilizadores/112955_1662817659.png,EXTREMO / POSTE,Angola,Sporting Clube de Portugal,https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png,0,13,Sporting CP ,60,2021/2022,169,Sporting Clube de Portugal,SCP,1,Associação de Basquetebol de Lisboa,1992-12-01,M,200,100,,,https://www.instagram.com/biodbg/,
167835,João Pedro Ascenso Grosso,João Grosso,https://sav2.fpb.pt/uploads/utilizadores/95104_1634635630.png,EXTREMO,Portugal,União Desportiva Oliveirense,https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png,0,5,UD Oliveirense ,60,2021/2022,28,União Desportiva Oliveirense,UDO,3,Associação de Basquetebol de Aveiro,1994-02-11,M,196,104,https://sav2.fpb.pt/uploads/utilizadores/foto_acao167835_1595168997.jpg,https://www.facebook.com/joaopedro.grosso,,
175533,João Pedro Gallina,João Gallina,https://sav2.fpb.pt/uploads/utilizadores/103891_1666604847.png,EXTREMO,Portugal,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,13,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1994-02-21,M,1,90,,,,
156274,João Pedro Lopes Nogueira Stuart Torrie,João Torrie,https://sav2.fpb.pt/uploads/utilizadores/74593_1668536138.JPG,POSTE,Portugal,Futebol Clube do Porto,https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png,0,2,FC Porto ,60,2021/2022,120,Futebol Clube do Porto,FCP,4,Associação de Basquetebol do Porto,1991-03-20,M,200,0,,,,
166980,João Pedro Mendes Teixeira,João Teixeira,https://sav2.fpb.pt/uploads/utilizadores/94856_1632675863.png,,Portugal,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,13,Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1995-09-23,M,186,0,,,,
130786,João Rainho Balseiro,João Balseiro,https://sav2.fpb.pt/uploads/utilizadores/52668_1663795471.png,EXTREMO,Portugal,União Desportiva Oliveirense,https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png,0,24,UD Oliveirense ,60,2021/2022,28,União Desportiva Oliveirense,UDO,3,Associação de Basquetebol de Aveiro,1987-03-14,M,192,79,https://sav2.fpb.pt/uploads/utilizadores/foto_acao130786_1595167146.jpg,https://www.facebook.com/joao.balseiro,,
150245,João Roberto Correia Gomes,João Gomes,https://sav2.fpb.pt/uploads/utilizadores/82853_1662745224.png,EXTREMO,Portugal,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,15,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,1985-02-05,M,200,0,,,,
218208,João Tiago de Sequeira Ribeiro Nunes,João Nunes,https://sav2.fpb.pt/uploads/utilizadores/146291_1632673900.png,,Portugal,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,32,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1999-09-21,M,191,87,,,,
246300,João Vitor dos Santos Embaló,João Embaló,https://sav2.fpb.pt/uploads/utilizadores/174295_1663798685.png,,Cabo Verde,Clube Desportivo da Póvoa,https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg,0,46,CD Póvoa ESC Online ,60,2021/2022,118,Clube Desportivo da Póvoa,CDP,4,Associação de Basquetebol do Porto,2001-08-09,M,201,0,,,,
114816,Joaquim Ferreira de Matos Grilo Pires,Joaquim Pires,https://sav2.fpb.pt/uploads/utilizadores/84146_1632675760.png,,Portugal,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,7,Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1987-03-14,M,191,0,,,,
276646,John Richard Florveus,John Florveus,https://sav2.fpb.pt/uploads/utilizadores/227885_1637092731.png,,Estados Unidos da América,A.D.O. Basquetebol da Associação Desportiva Ovarense,https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png,0,32,Ovarense GAVEX ,60,2021/2022,12,A.D.O. Basquetebol da Associação Desportiva Ovarense,OVA,3,Associação de Basquetebol de Aveiro,1990-10-10,M,0,0,,,,
273084,Jonas Zakas,Jonas Zakas,https://sav2.fpb.pt/uploads/utilizadores/223775_1632864593.png,,Lituânia,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg,0,47,CAB Madeira SAD ,60,2021/2022,987,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",CAB,6,Associação de Basquetebol da Madeira,1997-10-14,M,190,0,,,,
269979,Jonathan Ferreira Machado da Silva,Jonathan Silva,https://sav2.fpb.pt/uploads/utilizadores/220275_1663877195.png,EXTREMO / POSTE,Brasil,Imortal Basket Club,https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png,0,16,Imortal BC Luzigás ,60,2021/2022,2932,Imortal Basket Club,IBC,9,Associação de Basquetebol do Algarve ,2003-11-17,M,198,114,,,,
272928,Jonathan Harold Arledge,Jonathan Arledge,https://sav2.fpb.pt/uploads/utilizadores/223588_1631022098.png,,Estados Unidos da América,Futebol Clube do Porto,https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png,0,21,FC Porto ,60,2021/2022,120,Futebol Clube do Porto,FCP,4,Associação de Basquetebol do Porto,1991-09-21,M,2,0,,,,
214779,Jorge Amadu Embaló,Jorge Embaló,https://sav2.fpb.pt/uploads/utilizadores/142875_1663241742.png,EXTREMO,Guiné-Bissau,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg,0,13,CAB Madeira ,60,2021/2022,987,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",CAB,6,Associação de Basquetebol da Madeira,1999-07-20,M,195,85,,,,
201110,Jorge Cunha Rodrigues,Jorge Rodrigues,https://sav2.fpb.pt/uploads/utilizadores/129227_1663798368.png,,Portugal,Clube Desportivo da Póvoa,https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg,0,5,CD Póvoa ESC Online ,60,2021/2022,118,Clube Desportivo da Póvoa,CDP,4,Associação de Basquetebol do Porto,2003-05-07,M,186,0,,,,
230595,José Carlos Miranda Machado,José Machado,https://sav2.fpb.pt/uploads/utilizadores/158631_1667502814.png,,Portugal,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,24,Académica Sub23 ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,2003-12-11,M,181,0,,,,
139461,José Carlos Vilhena da Silva,José Silva,https://sav2.fpb.pt/uploads/utilizadores/58870_1662745248.png,EXTREMO,Portugal,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,4,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,1989-04-16,M,194,89,,,,
125975,José Miguel Soares Barbosa,José Barbosa,https://sav2.fpb.pt/uploads/utilizadores/48670_1662745270.png,BASE,Portugal,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,6,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,1990-10-18,M,178,74,https://sav2.fpb.pt/uploads/utilizadores/foto_acao125975_1665846077.jpg,https://www.facebook.com/jose.barbosa.37266,,
205242,José Pedro Vieira Jesus,José Jesus,https://sav2.fpb.pt/uploads/utilizadores/133481_1665434685.png,,Portugal,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg,0,16,CAB Madeira SAD ,60,2021/2022,987,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",CAB,6,Associação de Basquetebol da Madeira,2004-04-21,M,200,0,,,,
272934,Joshua Kyle Patton,Joshua Patton,https://sav2.fpb.pt/uploads/utilizadores/223594_1670431582.png,,Estados Unidos da América,Sporting Clube de Portugal,https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png,0,30,Sporting CP ,60,2021/2022,169,Sporting Clube de Portugal,SCP,1,Associação de Basquetebol de Lisboa,1997-03-07,M,203,0,,,,
269083,Joshua Lee Mcnair,Joshua Mcnair,https://sav2.fpb.pt/uploads/utilizadores/219197_1632846897.png,,Estados Unidos da América,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,12,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,1996-08-07,M,200,0,,,,
273329,Julien Dimitri Ducree,Julien Ducree,https://sav2.fpb.pt/uploads/utilizadores/224055_1663795527.png,,Estados Unidos da América,Sport Club Lusitânia ,https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png,0,54,Lusitânia Expert ,60,2021/2022,76,Sport Club Lusitânia ,SCL,13,Associação de Basquetebol da Ilha Terceira ,1997-03-31,M,202,0,,,,
279678,Justin Adetola Tuoyo,Justin Tuoyo,https://sav2.fpb.pt/uploads/utilizadores/231173_1642603502.png,,Estados Unidos da América,Sporting Clube de Portugal,https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png,0,4,Sporting CP ,60,2021/2022,169,Sporting Clube de Portugal,SCP,1,Associação de Basquetebol de Lisboa,1994-06-18,M,0,0,,,,
273085,Kai Shaborn Mitchell Watkins,Kai Watkins,https://sav2.fpb.pt/uploads/utilizadores/223776_1632864634.png,,Estados Unidos da América,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg,0,14,CAB Madeira SAD ,60,2021/2022,987,"Clube Amigos do Basquete da Madeira, Basquetebol SAD ",CAB,6,Associação de Basquetebol da Madeira,1997-02-15,M,201,0,,,,
273168,Kameron Jamal Chatman,Kameron Chatman,https://sav2.fpb.pt/uploads/utilizadores/223872_1633006284.png,,Estados Unidos da América,A.D.O. Basquetebol da Associação Desportiva Ovarense,https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png,0,3,Ovarense GAVEX ,60,2021/2022,12,A.D.O. Basquetebol da Associação Desportiva Ovarense,OVA,3,Associação de Basquetebol de Aveiro,1996-06-01,M,201,0,,,,
273171,Kameron James Haynes Hankerson,Kameron Hankerson,https://sav2.fpb.pt/uploads/utilizadores/223875_1633006357.png,,Estados Unidos da América,A.D.O. Basquetebol da Associação Desportiva Ovarense,https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png,0,6,Ovarense GAVEX ,60,2021/2022,12,A.D.O. Basquetebol da Associação Desportiva Ovarense,OVA,3,Associação de Basquetebol de Aveiro,1998-08-02,M,196,0,,,,
262532,Kendall Anthony Jacks,Kendall Jacks,https://sav2.fpb.pt/uploads/utilizadores/190459_1646907926.png,EXTREMO,Estados Unidos da América,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,2,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,1996-06-04,M,196,0,,,,https://twitter.com/iamkendalljacks
232792,Keven Eloy Gonçalves Gomes,Keven Gomes,https://sav2.fpb.pt/uploads/utilizadores/160824_1662647742.png,POSTE,Portugal,Imortal Basket Club,https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png,0,12,Imortal LUZiGÁS ,60,2021/2022,2932,Imortal Basket Club,IBC,9,Associação de Basquetebol do Algarve ,1995-10-29,M,211,116,,,,
203149,Krassimir João Graça Pereira,Krassimir Pereira,https://sav2.fpb.pt/uploads/utilizadores/131957_1665741447.png,,Portugal,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,0,Académica EFAPEL ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,1995-02-02,M,198,0,,,,
262547,Lamar Andrew Morgan,Lamar Morgan,https://sav2.fpb.pt/uploads/utilizadores/190474_1633382125.png,,Estados Unidos da América,Illiabum Clube ,https://sav2.fpb.pt/uploads/clubes/logotipo/Illiabum_Clube1602333892.png,0,22,Illiabum Clube ,60,2021/2022,22,Illiabum Clube ,ILL,3,Associação de Basquetebol de Aveiro,1997-04-30,M,198,0,,,,
226394,Lamine Dansó Banora,Lamine Banora,https://sav2.fpb.pt/uploads/utilizadores/154452_1663858706.png,POSTE,Portugal,Illiabum Clube ,https://sav2.fpb.pt/uploads/clubes/logotipo/Illiabum_Clube1602333892.png,0,53,Illiabum Clube ,60,2021/2022,22,Illiabum Clube ,ILL,3,Associação de Basquetebol de Aveiro,2000-10-22,M,200,0,https://sav2.fpb.pt/uploads/utilizadores/foto_acao226394_1668203769.jpg,,,
215426,Luis Manuel Ferreira da Silva,Luis Silva,https://sav2.fpb.pt/uploads/utilizadores/143521_1662647767.png,EXTREMO,Portugal,Futebol Clube do Porto,https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png,0,7,FC Porto ,60,2021/2022,120,Futebol Clube do Porto,FCP,4,Associação de Basquetebol do Porto,2004-04-29,M,193,86,,,,
273133,Makram Ben Romdhane,Makram Romdhane,https://sav2.fpb.pt/uploads/utilizadores/223833_1662745318.png,EXTREMO / POSTE,Tunisia,Sport Lisboa e Benfica,https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png,0,12,SL Benfica ,60,2021/2022,127,Sport Lisboa e Benfica,SLB,1,Associação de Basquetebol de Lisboa,1989-03-27,M,206,0,,,,
262520,Malcolm Louis Drumwright,Malcolm Drumwright,https://sav2.fpb.pt/uploads/utilizadores/190447_1633096926.png,,Estados Unidos da América,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,27,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1995-06-27,M,192,0,,,,
162968,Manuel Fernando Sicó,Manuel Sicó,https://sav2.fpb.pt/uploads/utilizadores/91205_1666623601.png,,Portugal,Illiabum Clube ,https://sav2.fpb.pt/uploads/clubes/logotipo/Illiabum_Clube1602333892.png,0,14,Illiabum Clube ,60,2021/2022,22,Illiabum Clube ,ILL,3,Associação de Basquetebol de Aveiro,1988-12-09,M,207,0,,,,
214063,Manuel Reis Magalhães,Manuel Magalhães,https://sav2.fpb.pt/uploads/utilizadores/142193_1663691241.png,,Portugal,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,4,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,2002-08-31,M,187,77,,,,
229047,Manuel Ribeiro Rosas,Manuel Rosas,https://sav2.fpb.pt/uploads/utilizadores/157089_1650986783.png,,Portugal,Associação Académica de Coimbra,https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png,0,,Académica Sub23 ,60,2021/2022,39,Associação Académica de Coimbra,AAC,8,Associação de Basquetebol de Coimbra,2002-04-04,M,0,0,,,,
279454,Markus Loncar,Markus Loncar,https://sav2.fpb.pt/uploads/utilizadores/230923_1641860143.png,POSTE,Croácia,Futebol Clube do Porto,https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png,0,7,FC Porto ,60,2021/2022,120,Futebol Clube do Porto,FCP,4,Associação de Basquetebol do Porto,1996-04-08,M,213,0,,,,
273651,Matthew Nicholas Mccarthy,Matthew Mccarthy,https://sav2.fpb.pt/uploads/utilizadores/224444_1632867117.png,,Austrália,Vitória Sport Clube,https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png,0,10,Vitória SC ,60,2021/2022,2300,Vitória Sport Clube,VSC,5,Associação de Basquetebol de Braga,1996-07-30,M,203,0,,,,
262449,Max Daniel Landis,Max Landis,https://sav2.fpb.pt/uploads/utilizadores/190376_1662648000.png,BASE,Estados Unidos da América,Futebol Clube do Porto,https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png,0,10,FC Porto ,60,2021/2022,120,Futebol Clube do Porto,FCP,4,Associação de Basquetebol do Porto,1993-02-02,M,188,0,,,,
