Jogos/IdJogo;Jogos/numero_jogo;Jogos/Jornada;Jogos/idJornada;Jogos/Fase;Jogos/idFase;Jogos/Realização;Jogos/estado_jogo;Jogos/idCompeticao;Jogos/nome_prova;Jogos/short_name;Jogos/Data;Jogos/hora;Jogos/Equipa_Casa;Jogos/Equipa_Casa_Sigla;Jogos/Equipa_Casa_Id;Jogos/Equipa_Casa_Logo;Jogos/Equipa_Fora;Jogos/Equipa_Fora_Sigla;Jogos/Equipa_Fora_Id;Jogos/Equipa_Fora_Logo;Jogos/Resultado_casa;Jogos/Resultado_fora;Jogos/id_genius_jogo;Jogos/canal_tv;Jogos/recinto_nome;Jogos/recinto_id;Jogos/localidade;Jogos/skoy_id_jogo;Jogos/transmissao/0/canal;Jogos/transmissao/0/url;Jogos/transmissao/1/canal;Jogos/transmissao/1/url;Jogos/transmissao/2/canal;Jogos/transmissao/2/url
303434;636;10;10;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-05;15:00;UD Oliveirense ;UDO;40595;https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png;Sporting CP ;SCP;40591;https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png;67;78;1948545;fpbtv,rtp2;Pavilhão Dr. Salvador Machado;9395;Oliveira de Azeméis;0;fpbtv;https://www.fpbtv.pt/app/watch/2454264557;rtp2;;;
303437;639;10;10;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-05;16:00;CD Póvoa ;CDP;40600;https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg;Lusitânia Expert ;SCL;40596;https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png;77;80;1948548;fpbtv;Clube Desportivo Póvoa;9153;Póvoa de Varzim;0;fpbtv;https://www.fpbtv.pt/app/watch/6177600462;;;;
303436;638;10;10;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-05;18:00;Académica EFAPEL ;AAC;40599;https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png;Vitória SC ;VSC;40527;https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png;91;81;1948547;fpbtv;Engº Jorge Anjinho;9199;Coimbra;0;fpbtv;https://www.fpbtv.pt/app/watch/7900252195;;;;
303415;617;7;7;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-08;18:30;Imortal LUZiGÁS ;IBC;40593;https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png;UD Oliveirense ;UDO;40595;https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png;68;72;1948525;fpbtv;Pavilhão Desportivo de Albufeira;9889;Albufeira;0;fpbtv;https://www.fpbtv.pt/app/watch/7328620804;;;;
303442;644;11;11;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-11;15:00;Vitória SC ;VSC;40527;https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png;CD Póvoa ;CDP;40600;https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg;65;77;1948553;fpbtv;Pavilhão Unidade Vimaranense;9662;Guimarães;0;fpbtv;https://www.fpbtv.pt/app/watch/8288581413;;;;
303441;643;11;11;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-11;16:00;Imortal LUZiGÁS ;IBC;40593;https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png;Académica EFAPEL ;AAC;40599;https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png;111;88;1948552;fpbtv;Pavilhão Desportivo de Albufeira;9889;Albufeira;0;fpbtv;https://www.fpbtv.pt/app/watch/581231995;;;;
303444;646;11;11;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-11;17:00;Illiabum Clube ;ILL;40601;https://sav2.fpb.pt/uploads/clubes/logotipo/Illiabum_Clube1602333892.png;Ovarense GAVEX ;OVA;40598;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png;95;81;1948555;rtp2,fpbtv;Pavilhão Municipal Capitão Adriano Nordeste;9225;Ílhavo;0;rtp2;;fpbtv;https://www.fpbtv.pt/app/watch/2157034076;;
303443;645;11;11;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-11;20:30;Lusitânia Expert ;SCL;40596;https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png;SL Benfica ;SLB;40594;https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png;58;76;1948554;fpbtv;Pavilhão Municipal de Angra do Heroísmo ;9197;Angra do Heroismo;0;fpbtv;https://www.fpbtv.pt/app/watch/5930701489;;;;
303440;642;11;11;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-12;18:00;UD Oliveirense ;UDO;40595;https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png;FC Porto ;FCP;40592;https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png;20;0;1948551;fpbtv;Pavilhão Dr. Salvador Machado;9395;Oliveira de Azeméis;0;fpbtv;https://www.fpbtv.pt/app/watch/5930701489;;;;
303450;652;12;12;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-17;16:00;Sporting CP ;SCP;40591;https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png;Ovarense GAVEX ;OVA;40598;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png;94;63;1948561;fpbtv;Pavilhão Henrique Miranda;9234;Queluz;0;fpbtv;https://www.fpbtv.pt/app/watch/5175020357;;;;
303446;648;12;12;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-17;19:00;Vitória SC ;VSC;40527;https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png;SL Benfica ;SLB;40594;https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png;68;108;1948557;fpbtv;Pavilhão Unidade Vimaranense;9662;Guimarães;0;fpbtv;https://www.fpbtv.pt/app/watch/6612460454;;;;
303447;649;12;12;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-17;20:00;Imortal LUZiGÁS ;IBC;40593;https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png;CD Póvoa ;CDP;40600;https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg;79;82;1948558;fpbtv;Pavilhão Desportivo de Albufeira;9889;Albufeira;0;fpbtv;https://www.fpbtv.pt/app/watch/1745877147;;;;
303449;651;12;12;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-17;20:45;CAB Madeira SAD ;CAB;40597;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg;FC Porto ;FCP;40592;https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png;90;86;1948560;fpbtv;Pavilhão Clube Amigos do Basquete1;9192;Funchal;0;fpbtv;https://www.fpbtv.pt/app/watch/3472658940;;;;
303448;650;12;12;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-17;21:00;UD Oliveirense ;UDO;40595;https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png;Académica EFAPEL ;AAC;40599;https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png;69;75;1948559;fpbtv;Pavilhão Dr. Salvador Machado;9395;Oliveira de Azeméis;0;fpbtv;https://www.fpbtv.pt/app/watch/2896836305;;;;
303445;647;12;12;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-18;20:30;Lusitânia Expert ;SCL;40596;https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png;Illiabum Clube ;ILL;40601;https://sav2.fpb.pt/uploads/clubes/logotipo/Illiabum_Clube1602333892.png;80;70;1948556;fpbtv;Pavilhão Municipal de Angra do Heroísmo ;9197;Angra do Heroismo;0;fpbtv;https://www.fpbtv.pt/app/watch/4338470706;;;;
303439;641;11;11;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-19;11:45;CAB Madeira SAD ;CAB;40597;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg;Sporting CP ;SCP;40591;https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png;83;95;1948550;fpbtv;Pavilhão Clube Amigos do Basquete1;9192;Funchal;0;fpbtv;https://www.fpbtv.pt/app/watch/1291275270;;;;
303430;632;9;9;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-21;21:00;Lusitânia Expert ;SCL;40596;https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png;Académica EFAPEL ;AAC;40599;https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png;96;79;1948541;fpbtv;Pavilhão Municipal de Angra do Heroísmo ;9197;Angra do Heroismo;0;fpbtv;https://www.fpbtv.pt/app/watch/6654071016;;;;
303428;630;9;9;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-22;18:30;Imortal LUZiGÁS ;IBC;40593;https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png;Sporting CP ;SCP;40591;https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png;59;78;1948539;fpbtv;Pavilhão Desportivo de Albufeira;9889;Albufeira;0;fpbtv;https://www.fpbtv.pt/app/watch/3927247473;;;;
303429;631;9;9;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-22;19:00;Vitória SC ;VSC;40527;https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png;FC Porto ;FCP;40592;https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png;66;99;1948540;fpbtv;Pavilhão Unidade Vimaranense;9662;Guimarães;0;fpbtv;https://www.fpbtv.pt/app/watch/1833609677;;;;
303427;629;9;9;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-22;21:00;UD Oliveirense ;UDO;40595;https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png;CAB Madeira SAD ;CAB;40597;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg;92;73;1948538;fpbtv;Pavilhão Dr. Salvador Machado;9395;Oliveira de Azeméis;0;fpbtv;https://www.fpbtv.pt/app/watch/338195740;;;;
303432;634;9;9;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-22;21:00;Ovarense GAVEX ;OVA;40598;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png;SL Benfica ;SLB;40594;https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png;79;86;1948543;fpbtv;Arena de Ovar;9744;Ovar;0;fpbtv;https://www.fpbtv.pt/app/watch/5078285239;;;;
303431;633;9;9;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-22;21:30;Illiabum Clube ;ILL;40601;https://sav2.fpb.pt/uploads/clubes/logotipo/Illiabum_Clube1602333892.png;CD Póvoa ;CDP;40600;https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg;80;85;1948542;fpbtv;Pavilhão Municipal Capitão Adriano Nordeste;9225;Ílhavo;0;fpbtv;https://www.fpbtv.pt/app/watch/5515682642;;;;
314196;655;13;13;Fase Regular;22335;Não realizado;Não realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-28;18:00;SL Benfica ;SLB;40594;https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png;Imortal LUZiGÁS ;IBC;40593;https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png;;;0;false;Pavilhão Fidelidade;9526;Lisboa;0;;;;;;
303456;658;13;13;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-28;19:00;FC Porto ;FCP;40592;https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png;Sporting CP ;SCP;40591;https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png;66;59;1948567;fpbtv,rtp2,portocanal;Pavilhão Dragão Arena;9876;Porto;0;fpbtv;https://www.fpbtv.pt/app/watch/2716198659;rtp2;;portocanal;
303452;654;13;13;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-28;21:00;Illiabum Clube ;ILL;40601;https://sav2.fpb.pt/uploads/clubes/logotipo/Illiabum_Clube1602333892.png;Vitória SC ;VSC;40527;https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png;76;89;1948563;fpbtv;Pavilhão Municipal Capitão Adriano Nordeste;9225;Ílhavo;0;fpbtv;https://www.fpbtv.pt/app/watch/8145360217;;;;
303454;656;13;13;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2021-12-29;21:30;CD Póvoa ;CDP;40600;https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg;UD Oliveirense ;UDO;40595;https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png;76;70;1948565;fpbtv;Clube Desportivo Póvoa;9153;Póvoa de Varzim;0;fpbtv;https://www.fpbtv.pt/app/watch/7422733754;;;;
303461;663;14;14;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-02;15:00;Sporting CP ;SCP;40591;https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png;Académica EFAPEL ;AAC;40599;https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png;115;65;1948573;fpbtv,sportingtv;Pavilhão João Rocha;10284;Lisboa;0;fpbtv;https://www.fpbtv.pt/app/watch/3038262402;sportingtv;;;
303459;661;14;14;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-02;18:00;UD Oliveirense ;UDO;40595;https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png;SL Benfica ;SLB;40594;https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png;67;88;1948571;rtp2,fpbtv;Pavilhão Dr. Salvador Machado;9395;Oliveira de Azeméis;0;rtp2;;fpbtv;https://www.fpbtv.pt/app/watch/4492479975;;
303462;664;14;14;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-02;18:00;FC Porto ;FCP;40592;https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png;Ovarense GAVEX ;OVA;40598;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png;80;62;1948574;fpbtv,portocanal;Pavilhão Dragão Arena;9876;Porto;0;fpbtv;https://www.fpbtv.pt/app/watch/8215814872;portocanal;;;
303457;659;14;14;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-03;21:15;Vitória SC ;VSC;40527;https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png;Lusitânia Expert ;SCL;40596;https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png;75;73;1948568;fpbtv;Pavilhão Unidade Vimaranense;9662;Guimarães;0;fpbtv;https://www.fpbtv.pt/app/watch/2967290960;;;;
303406;608;5;5;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-05;19:00;SL Benfica ;SLB;40594;https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png;Sporting CP ;SCP;40591;https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png;63;74;1948516;fpbtv,rtp2,benficatv;Pavilhão Fidelidade;9526;Lisboa;0;fpbtv;https://www.fpbtv.pt/app/watch/91231439;rtp2;;benficatv;
303421;623;8;8;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-05;21:00;UD Oliveirense ;UDO;40595;https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png;Ovarense GAVEX ;OVA;40598;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png;89;66;1948532;fpbtv;Pavilhão Dr. Salvador Machado;9395;Oliveira de Azeméis;0;fpbtv;https://www.fpbtv.pt/app/watch/3680349472;;;;
303467;669;15;15;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-08;15:00;Sporting CP ;SCP;40591;https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png;CD Póvoa ;CDP;40600;https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg;113;70;1948580;fpbtv,sportingtv;Pavilhão João Rocha;10284;Lisboa;0;fpbtv;https://www.fpbtv.pt/app/watch/1402161340;sportingtv;;;
303466;668;15;15;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-08;15:00;SL Benfica ;SLB;40594;https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png;CAB Madeira SAD ;CAB;40597;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg;99;66;1948578;fpbtv,benficatv;Pavilhão Fidelidade;9526;Lisboa;0;fpbtv;https://www.fpbtv.pt/app/watch/8550461531;benficatv;;;
303465;667;15;15;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-08;18:00;Illiabum Clube ;ILL;40601;https://sav2.fpb.pt/uploads/clubes/logotipo/Illiabum_Clube1602333892.png;UD Oliveirense ;UDO;40595;https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png;70;79;1948577;rtp2,fpbtv;Pavilhão Municipal Capitão Adriano Nordeste;9225;Ílhavo;0;rtp2;;fpbtv;https://www.fpbtv.pt/app/watch/809558417;;
303468;670;15;15;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-08;18:00;Académica EFAPEL ;AAC;40599;https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png;FC Porto ;FCP;40592;https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png;83;101;1948581;fpbtv;Engº Jorge Anjinho;9199;Coimbra;0;fpbtv;https://www.fpbtv.pt/app/watch/2519566066;;;;
303470;672;16;16;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-13;21:00;UD Oliveirense ;UDO;40595;https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png;Lusitânia Expert ;SCL;40596;https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png;88;73;1948583;fpbtv;Pavilhão Dr. Salvador Machado;9395;Oliveira de Azeméis;0;fpbtv;https://www.fpbtv.pt/app/watch/1088153711;;;;
303473;675;16;16;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-14;20:30;FC Porto ;FCP;40592;https://sav2.fpb.pt/old_uploads/CLU/CLU_120_LOGO.png;CD Póvoa ;CDP;40600;https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg;82;55;1948586;fpbtv;Pavilhão Dragão Arena;9876;Porto;0;fpbtv;https://www.fpbtv.pt/app/watch/646480192;;;;
303474;676;16;16;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-15;15:00;Académica EFAPEL ;AAC;40599;https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png;Ovarense GAVEX ;OVA;40598;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png;87;91;1948587;fpbtv,abolatv;Engº Jorge Anjinho;9199;Coimbra;0;fpbtv;https://www.fpbtv.pt/app/watch/2272680357;abolatv;;;
314197;671;16;16;Fase Regular;22335;Não realizado;Não realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-15;16:00;Imortal LUZiGÁS ;IBC;40593;https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png;Vitória SC ;VSC;40527;https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png;;;0;false;Pavilhão Desportivo de Albufeira;9889;Albufeira;0;;;;;;
303478;680;17;17;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-16;16:00;Illiabum Clube ;ILL;40601;https://sav2.fpb.pt/uploads/clubes/logotipo/Illiabum_Clube1602333892.png;Sporting CP ;SCP;40591;https://sav2.fpb.pt/old_uploads/CLU/CLU_169_LOGO.png;75;85;1948591;fpbtv;Pavilhão Municipal Capitão Adriano Nordeste;9225;Ílhavo;0;fpbtv;https://www.fpbtv.pt/app/watch/8436932749;;;;
303475;677;17;17;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-19;21:00;Ovarense GAVEX ;OVA;40598;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png;Imortal LUZiGÁS ;IBC;40593;https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png;76;68;1948588;fpbtv;Arena de Ovar;9744;Ovar;0;fpbtv;https://www.fpbtv.pt/app/watch/2627437735;;;;
303471;673;16;16;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-21;20:45;CAB Madeira SAD ;CAB;40597;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg;Illiabum Clube ;ILL;40601;https://sav2.fpb.pt/uploads/clubes/logotipo/Illiabum_Clube1602333892.png;89;82;1948584;fpbtv;Pavilhão Clube Amigos do Basquete;10185;Funchal;0;fpbtv;https://www.fpbtv.pt/app/watch/7838561021;;;;
303480;682;17;17;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-22;21:30;CD Póvoa ;CDP;40600;https://sav2.fpb.pt/old_uploads/CLU/CLU_118_LOGO.jpg;Académica EFAPEL ;AAC;40599;https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png;75;69;1948593;fpbtv;Clube Desportivo Póvoa;9153;Póvoa de Varzim;0;fpbtv;https://www.fpbtv.pt/app/watch/7279447006;;;;
303451;653;13;13;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-23;17:00;Ovarense GAVEX ;OVA;40598;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_121663058006.png;Lusitânia Expert ;SCL;40596;https://sav2.fpb.pt/old_uploads/CLU/CLU_76_LOGO.png;79;66;1948562;fpbtv;Arena de Ovar;9744;Ovar;0;fpbtv;https://www.fpbtv.pt/app/watch/4426218596;;;;
303482;684;18;18;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-29;15:00;CAB Madeira SAD ;CAB;40597;https://sav2.fpb.pt/uploads/clubes/logotipo/CLU_9871666877561.jpg;Vitória SC ;VSC;40527;https://sav2.fpb.pt/old_uploads/CLU/CLU_2300_LOGO.png;78;93;1948595;fpbtv;Pavilhão Clube Amigos do Basquete;10185;Funchal;0;fpbtv;https://www.fpbtv.pt/app/watch/7190751602;;;;
303481;683;18;18;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-29;18:30;UD Oliveirense ;UDO;40595;https://sav2.fpb.pt/old_uploads/CLU/CLU_28_LOGO.png;Imortal LUZiGÁS ;IBC;40593;https://sav2.fpb.pt/old_uploads/CLU/CLU_2932_LOGO.png;91;78;1948594;fpbtv;Pavilhão Dr. Salvador Machado;9395;Oliveira de Azeméis;0;fpbtv;https://www.fpbtv.pt/app/watch/3406773174;;;;
303485;687;18;18;Fase Regular;22335;Realizado;Realizado;8894;Liga BETCLIC Masculina;Liga BETCLIC Masculina;2022-01-29;21:30;Académica EFAPEL ;AAC;40599;https://sav2.fpb.pt/uploads/clubes/logotipo/Associacao_Academica_de_Coimbra1596300872.png;SL Benfica ;SLB;40594;https://sav2.fpb.pt/old_uploads/CLU/CLU_127_LOGO.png;70;102;1948600;fpbtv;Engº Jorge Anjinho;9199;Coimbra;0;fpbtv;https://www.fpbtv.pt/app/watch/2851918059;;;;
